bookid,myanimelisturl,title,imgurl,chapters,volumes,publishedstart,publishedend,synopsis,background
48,https://myanimelist.net/manga/48/Pretty_Face,Pretty Face,https://cdn.myanimelist.net/images/manga/1/123699l.jpg,53,6,2002-05-14T00:00:00+00:00,2003-06-09T00:00:00+00:00,"Randou Masashi is a brash karate star who strikes fear in everyone around him. But despite his intimidating presence, he is secretly in love with the sweet and beautiful Rina Kurimi. Unfortunately, Randou is involved in a horrific bus accident, which leaves him comatose and with a disfigured face. A year later, he awakes to discover something utterly shocking—his face now resembles Rina's! Randou learns that he has been under the care of a surgeon named Jun Manabe, who reconstructed Randou's face based on a picture he had of Rina. Moreover, Randou is presumed dead, and his parents have moved away as a result. Distraught, Randou crosses paths with Rina and is mistaken for her twin sister Yuna, who fled from her house two years ago. Although Randou initially wished to restore his face, seeing Rina elated makes him reconsider his decision. However, a boy disguising himself as a girl is as absurd as it sounds, and being surrounded by troublesome individuals only makes it more difficult. Nevertheless, Randou is adamant about concealing his identity until he finds the real Yuna. [Written by MAL Rewrite]","Pretty Face was published in English by VIZ Media under the Shonen Jump imprint in print from August 7, 2007 to June 3, 2008, and digitally from June 11, 2013 to September 24, 2013."
49,https://myanimelist.net/manga/49/Tennis_no_Oujisama,Tennis no Oujisama,https://cdn.myanimelist.net/images/manga/3/153238l.jpg,382,42,1999-07-06T00:00:00+00:00,2008-03-03T00:00:00+00:00,"Seishun Academy is home to one of the best middle school tennis teams in all of Japan. Freshman tennis prodigy Ryouma Echizen enrolls in the prestigious institution with his eyes set on claiming a regular position on the Boys' Tennis Team. As the son of legendary tennis player Samurai Nanjirou, Ryouma is sick of living in his shadow and wishes to surpass him someday. He is confident in his skills and has the cocky attitude to match. His teammates, however, are reluctant to accept him into their starting lineup, as he hasn't proven himself worthy of the spot. Seishun's ultimate goal is to make it to the National Tournament by the end of the year, but they first have to make it through the Kanto Regionals to even qualify for a spot in it. With their new ""super rookie"" on the team, Seishun is ready to take on anything that comes their way. With a varied assortment of rivals and opponents that can threaten their chance at the title, the Seishun team needs to give it their all in order to rise to the top. [Written by MAL Rewrite] Included one-shot: Volume 5: Tennis no Oujisama (pilot)","Tennis no Oujisama serialized in the Weekly Shounen Jump from July 1999 to March 2008. The series was put on hiatus in July 2006 after the writer, Takeshi Konomi, was injured in an accident; publication resumed in September 2006. The series was published in English as The Prince of Tennis by VIZ Media under the Shonen Jump imprint from April 21, 2004 to July 5, 2011. The manga has received multiple media adaptations. Since the Golden Week of 2003, Marvelous Entertainment has produced a series of musicals that are shown bi-annually, with each musical adapting one arc of the manga storyline. A live adaptation film was released in Japan on May 13, 2006, covering the storyline from when Ryoma arrives in Japan to the match against Hyotei Academy. Three Chinese dramas have been produced. Due to localization, the dramas feature different characters and cultural themes, but the story and characters' portrayal remain similar to the manga. A variety of video games based on the series, mostly tennis games or dating simulators, have been released in Japan across multiple consoles. A half-hour weekly radio show was also produced, featuring over 300 music CDs along with a large range of merchandise."
50,https://myanimelist.net/manga/50/Shaman_King,Shaman King,https://cdn.myanimelist.net/images/manga/2/255376l.jpg,288,32,1998-06-30T00:00:00+00:00,2004-08-30T00:00:00+00:00,"Shamans are extraordinary individuals with the ability to communicate with ghosts, spirits, and gods, which are invisible to ordinary people. The Shaman Fight—a prestigious tournament pitting shamans from all over the world against each other—is held every five hundred years, where the winner is crowned Shaman King. This title allows the current incumbent to call upon the Great Spirit and shape the world as they see fit. Finding himself late for class one night, Manta Oyamada, an ordinary middle school student, decides to take a shortcut through the local cemetery. Noticing him, a lone boy sitting on a gravestone invites Manta to stargaze with ""them."" Realizing that ""them"" refers to the boy and his ghostly friends, Manta flees in terror. Later, the boy introduces himself as You Asakura, a Shaman-in-training, and demonstrates his powers by teaming up with the ghost of six-hundred-year-old samurai Amidamaru to save Manta from a group of thugs. You befriends Manta due to his ability to see spirits, and with the help of Amidamaru, they set out to accomplish You's goal of becoming the next Shaman King. [Written by MAL Rewrite] Note: This entry is for the original printing of Shaman King. Please see Shaman King (Kanzenban Edition) for the chapters not included in this edition.","Shaman King was published in English by VIZ Media under the Shonen Jump imprint from August 6, 2003 to January 4, 2011."
51,https://myanimelist.net/manga/51/Slam_Dunk,Slam Dunk,https://cdn.myanimelist.net/images/manga/2/258749l.jpg,276,31,1990-09-18T00:00:00+00:00,1996-06-04T00:00:00+00:00,"Hanamichi Sakuragi, a tall, boisterous teenager with flame-red hair and physical strength beyond his years, is eager to put an end to his rejection streak of 50 and finally score a girlfriend as he begins his first year of Shohoku High. However, his reputation for delinquency and destructiveness precedes him, and most of his fellow students subsequently avoid him like the plague. As his first day of school ends, he is left with two strong thoughts: ""I hate basketball"" and ""I need a girlfriend."" Haruko Akagi, ignorant of Hanamichi's history of misbehavior, notices his immense height and unwittingly approaches him, asking whether or not he likes basketball. Overcome by the fact that a girl is speaking to him, the red-haired giant blurts out a yes despite his true feelings. At the gym, Haruko asks if he can do a slam dunk. Though a complete novice, Hanamachi palms the ball and makes the leap...but overshoots, slamming his head into the backboard. Amazed by his near-inhuman physical abilities, Haruko quickly notifies the school's basketball captain of his feat. With this, Hanamichi is unexpectedly thrust into a world of competition for a girl he barely knows, but he soon discovers that there is perhaps more to basketball than he once thought. [Written by MAL Rewrite]","Slam Dunk was awarded the 40th Shogakukan Manga Award for best shounen manga in 1994. In a 2006 poll for the 10th Japan Media Arts Festival, the series was voted by Japanese fans as the #1 manga series of all time. With over 120 million copies sold as of 2012, it is one of the most successful manga series to date. Its wide success led to a large increase in the popularity of basketball in Japanese youth. In 2010, Takehiko Inoue received special commendations from the Japan Basketball Association for popularizing basketball in Japan. The series was published in English by Gutsoon! Entertainment under the Raijin Comics Imprint for five volumes from July 2, 2003 to May 5, 2004. After Gutsoon's shutdown, publishing rights to Slam Dunk were purchased by VIZ Media who then republished the series under the Shonen Jump imprint from September 2, 2008 to December 3, 2013. It was published in Spanish by Ivrea España from February 2003 to September 2005 and republished in Kanzenban from January 2010 to May 2016."
52,https://myanimelist.net/manga/52/Whistle,Whistle!,https://cdn.myanimelist.net/images/manga/1/267799l.jpg,216,24,1998-02-24T00:00:00+00:00,2002-10-08T00:00:00+00:00,"Everybody has a dream, and for Shou Kazamatsuri, that dream is simple: he wants to be the best soccer player he can possibly be. He's the spirited leader of the Josui Junior High team and everyone looks up to him. In turn, he tries to keep the team together at any cost! (Source: VIZ Media)","Whistle! was published in English by VIZ Media under the Shonen Jump imprint from October 12, 2004 to January 5, 2010."
53,https://myanimelist.net/manga/53/Yuu☆Yuu☆Hakusho,Yuu☆Yuu☆Hakusho,https://cdn.myanimelist.net/images/manga/3/250027l.jpg,176,19,1990-11-20T00:00:00+00:00,1994-07-12T00:00:00+00:00,"Fourteen-year-old thug Yuusuke Urameshi spends his days skipping school and causing trouble for the adults in his life. Yuusuke regularly engages in street brawls against rival Kazuma Kuwabara and ridicules his childhood friend Keiko Yukimura. Filled with self-loathing and the burden of an alcoholic mother, Yuusuke sacrifices it all in a split-second decision—he tackles a small child out of the way of an oncoming car, losing his life in the process. Spirit guide Botan intervenes, allowing Yuusuke to see how the people in his life react to his death; he is moved by the emotional ruin his loss causes his mother, Keiko, and even Kuwabara. Additionally, due to his death's heroic nature, he receives an opportunity to return to life from the Spirit World ruler's son, Koenma. Koenma hires Yuusuke as a ""Spirit Detective"" and tasks him with solving a series of increasingly challenging paranormal mysteries. Battling and befriending demons such as the beautiful Kurama and hostile Hiei, Yuusuke further develops and utilizes his skills as a fighter. But as dark forces move in the Underworld, Yuusuke struggles alongside his companions to defend everything he took for granted. [Written by MAL Rewrite]","Yuu☆Yuu☆Hakusho was awarded the 39th Shogakukan Manga Award for best shounen manga in 1993. The series was published in English as Yu Yu Hakusho by VIZ Media under the Shonen Jump imprint from August 18, 2003 to March 2, 2010; in Spanish by Glénat; and in Brazilian Portuguese by Jbc from November 2002 to November 2004—and again in a special edition from October 2014 to April 2016."
54,https://myanimelist.net/manga/54/Yu☆Gi☆Oh,Yu☆Gi☆Oh!,https://cdn.myanimelist.net/images/manga/2/262097l.jpg,343,38,1996-09-17T00:00:00+00:00,2004-03-08T00:00:00+00:00,"High school student Yuugi Mutou spends his days being bullied between classes and his nights playing board games and solving puzzles in his bedroom. Yuugi's penchant for gameplay comes from his grandfather, whose game shop also serves as a house for the two. One night, Yuugi manages to solve the Millennium Puzzle, a seemingly impossible challenge that awakens his inner darkness and converts it into an alternate persona: Yami Yuugi. Transforming into the more bold and dangerous persona against his will in moments of great distress, Yuugi begins to moonlight as a vengeful vigilante, challenging bullies and evil-doers to risky games where failure results in fates worse than death. Yuugi and his alter ego befriend some of the very students who once bullied him, forming unbreakable companionships with them. But the group must contend with villains far deadlier than the high school punks they originally rallied against, enemies who use games for nefarious purposes and threaten Yuugi and his friends' very lives. [Written by MAL Rewrite]","Yu☆Gi☆Oh! spawned two card games. The first is the Bandai Official Card Game that released exclusively in Japan in 1998 alongside the Yu☆Gi☆Oh! anime and was very popular during its initial release. The second is the Konami Official Card Game that released in 1999 in Japan, which became one of the most popular card games in the world and has sold over 25 billion cards. The series was published in English by VIZ Media under the Shonen Jump imprint. The publishing is divided into three parts: 7 volumes of Yu-Gi-Oh were published from May 7, 2003 to December 7, 2004, 24-volumes of Yu-Gi-Oh!: Duelist from February 1, 2005 to December 4, 2007 and 7 volumes of Yu-Gi-Oh!: Millenium World from August 2, 2005 to February 5, 2008. A special hardcover collector's edition first volume was released on September 16, 2008. A 3-in-1 omnibus edition was published from February 3, 2015 to February 6, 2018, with the final omnibus containing volumes 37 & 38."
55,https://myanimelist.net/manga/55/Aishiteruze_Baby★★,Aishiteruze Baby★★,https://cdn.myanimelist.net/images/manga/1/166559l.jpg,33,7,2002-03-02T00:00:00+00:00,2004-12-01T00:00:00+00:00,"Kippei Katakura is a high school playboy who fills his days with any girl he can. In reality, he only has eyes for one girl in particular—Kokoro Tokunaga. One day, Kippei's family introduces him to his five-year-old cousin, Yuzuru Sakashita, whose mother has abandoned her. Kippei is assigned the task of being Yuzuru's caregiver until her mother returns, and the young girl quickly grows attached to him. Through Yuzuru's influence and the intimate bond that forms between them, Kippei learns not only about childcare, but also about developing meaningful relationships. As Kippei balances his time between Kokoro and Yuzuru, they all grow together and learn more about each other, their feelings, and the true meaning of family. [Written by MAL Rewrite]","Aishiteruze Baby★★ was published in English by VIZ Media under the Shojo Beat imprint from April 4, 2006 to April 3, 2007."
56,https://myanimelist.net/manga/56/Caramel_Diary,Caramel Diary,https://cdn.myanimelist.net/images/manga/3/261021l.jpg,5,1,1999-03-18T00:00:00+00:00,1999-09-18T00:00:00+00:00,"Hana loves the school, caramel and...drawing manga! Her speciality: Drawing romance stories! In real life, her heart beats for the cool Taro, but she's too shy to tell him...unfortunately, Marie, her rival, has decided to steal him! (Source: M.N.M.)",
57,https://myanimelist.net/manga/57/Hanazakari_no_Kimitachi_e,Hanazakari no Kimitachi e,https://cdn.myanimelist.net/images/manga/3/262555l.jpg,148,23,1996-08-20T00:00:00+00:00,2004-08-20T00:00:00+00:00,"Japanese-American track-and-field star Mizuki has gotten herself to transfer to a high school in Japan...but not just any school! To be close to her idol, high jumper Izumi Sano, she's going to an all-guys' high school...and disguising herself as a boy! But as fate would have it, they're more than classmates...they're roommates! Now, Mizuki must keep her secret in the classroom, the locker room, and her own bedroom. And her classmates—and the school nurse—must cope with a new transfer student who may make them question their own orientation... (Source: VIZ Media) Included one-shots: Volume 1: Natsu no Ori (The Cage of Summer) Volume 4: Kawaki no Tsuki (The Thirsty Moon)","Hanazakari no Kimitachi e was published in English as Hana-Kimi by VIZ Media from September 7, 2004 to April 15, 2008. A 3-in-1 omnibus edition was also released from March 6, 2012 to April 1, 2014, wherein the final volume also included ."
58,https://myanimelist.net/manga/58/W-Juliet,W-Juliet,https://cdn.myanimelist.net/images/manga/3/256786l.jpg,79,14,1997-10-15T00:00:00+00:00,2002-11-20T00:00:00+00:00,"Makoto Amano wants to become an actor, but his stern father has decreed that the only way Makoto can pursue his dream is to spend the last two years of high school as a girl! He quickly makes friends with popular tomboy Ito Miura, another drama enthusiast at this new high school and the only student to find out his secret—but are they more than pals? (Source: VIZ Media)","W-Juliet was published in English by VIZ Media under the Shojo Beat imprint from November 10, 2004 to January 9, 2007. A digital edition was released from September 17, 2013 to March 18, 2014."
59,https://myanimelist.net/manga/59/√WPB,√W.P.B.,https://cdn.myanimelist.net/images/manga/2/169856l.jpg,12,2,2002-09-18T00:00:00+00:00,2004-07-17T00:00:00+00:00,"One day, as Suzuri was walking past a river, she suddenly saw a HUGE peach slowly flowing! Due to the fact she has not eaten since the start of her journey, she decided to just conclude the huge peach was a god sent and did the most logical thing anyone would have done—eat it. However, just as she had her first bite, a young male jumps out of the peach! And before Suzuri knows it, she's the 18th master to Momo who could do anything that Suzuri commands! What kind of danger would they encounter on their journey as they face a god that goes by the name Kyuui? And what dark secret does Momo have!? (Source: Sakura-Crisis)","√W.P.B. was republished in a new format by Kadokawa under Asuka Comics CL-DX imprint on May 1, 2015. The original volumes were published by Square Enix under GFantasy Comics imprint."
60,https://myanimelist.net/manga/60/π,π,https://cdn.myanimelist.net/images/manga/1/267899l.jpg,101,9,2002-09-09T00:00:00+00:00,2005-02-21T00:00:00+00:00,"Pi is a constant that defines a circle. It is never-ending, and to Sawaki Yumeto, it is a majestic number that has a direct relationship to his other favorite thing, boobs. One day, he realizes that there is a mystic relationship between pi and the perfect breasts. He conducted research and did calculations to determine what the perfect breasts are but he needed more raw data. Yumeto used to be unpopular and ugly, but to further his quest, he shed blood, sweat and tears to change his appearance and style to that of a handsome young man. When Tamura Jun, a classmate that has been absent for the majority of the school year, returns, Yumeto realizes that she might have the perfect boobs that he has been searching for. But getting to them is going to be harder than he could possibly imagine. (Source: MU)",
61,https://myanimelist.net/manga/61/Seito_no_Shucho_Kyoushi_no_Honbun,Seito no Shucho Kyoushi no Honbun,https://cdn.myanimelist.net/images/manga/2/267900l.jpg,7,1,1997-07-01T00:00:00+00:00,,"1-2. Student's Request Teacher's Duty 3, Sakase! Takae no Hana 4. Honey Happy Baby 5. Voice Box 6. Scandal Kiss 7. The View Through the Lens",
62,https://myanimelist.net/manga/62/±_Junkie,± Junkie,https://cdn.myanimelist.net/images/manga/2/112127l.jpg,4,1,2003-06-03T00:00:00+00:00,2003-09-03T00:00:00+00:00,"A short shoujo story about a girl who wants to continue the family tradition of her family…that is, get married at 16 and have a girl child at 17! A very crazy story about a very crazy girl named Ren who falls in love with one of the most popular boys in school, Juuya, at first sight! (Source: StarryHeaven)",
63,https://myanimelist.net/manga/63/Aruto_no_A,"""Aruto"" no ""A""",https://cdn.myanimelist.net/images/manga/2/164540l.jpg,,4,1988-11-12T00:00:00+00:00,1990-01-01T00:00:00+00:00,Aruto Kashiwayama is a budding pianist. She lodges at a famous conductor's house. Aruto's relationships with the conductor's son Hokuto and her first love Masaru are revealed. (Source: MU),
64,https://myanimelist.net/manga/64/13_Nichi_wa_Kinyoubi,13 Nichi wa Kinyoubi?,https://cdn.myanimelist.net/images/manga/3/83691l.jpg,15,3,2003-03-03T00:00:00+00:00,2004-10-18T00:00:00+00:00,"Ema is obsessed with ghosts, and is even part of her school's occult club. She'll do anything that has to do with some crazy superstition about ghosts or spirits, and make sure that she goes out of her way to do it. Ema is known for this at school, and the series follows her pursues to find ghosts. Ema, unfortunately, cannot see the things that she loves, unlike a few of her friends... (Source: StarryHeaven) Included one-shots: Volume 1: Shuugaku Ryoko no Susume Volume 3: Time Capsule and Happy End no Tsukurikata",
65,https://myanimelist.net/manga/65/17-sai__Hajimete_no_H,17-sai: Hajimete no H,https://cdn.myanimelist.net/images/manga/3/267903l.jpg,7,1,2001-06-26T00:00:00+00:00,,"A collection of short stories revolving around a girl's first time! 1. Shounen no Susume (A Boy's Suggestion) [Shinjo Mayu] 2. Virgin Beast [Minami Kanan] 3. Daitan ni Ikou!!! (Become Daring) [Ayukawa Mio] 4. Itsumo Anata to Asagaeri! (When I'm with You, I Won't Be Home 'til Morning!) [Kousaka Yuuka] 5. Koigokoro (The Awakening of Love) [Sakurai Miya] 6. Kiss Kiss Kiss♥ ( Smooch Smooch Smooch) [Masuzaki Yoshino] 7. Amai Yokubou (Sweet Desires) [Shigano Iori]",
66,https://myanimelist.net/manga/66/Ninin_ga_Shinobuden,Ninin ga Shinobuden,https://cdn.myanimelist.net/images/manga/3/143955l.jpg,68,4,2000-07-18T00:00:00+00:00,2006-01-21T00:00:00+00:00,"Shinobu is the only girl that goes to the secret Ninja Academy, which is presided over by a strange, yellow, ball-organism, Onsokumaru. While he knows nothing about being a ninja master, he loses no opportunity to exploit the dim but cute Shinobu. On a mission to steal all the panties from area high school girls, Shinobu meets Kaede who gets drawn into the surreal, ecchi, but fun world of Shinobu. (Source: ANN)",
67,https://myanimelist.net/manga/67/2001-ya_Monogatari,2001-ya Monogatari,https://cdn.myanimelist.net/images/manga/1/267904l.jpg,20,3,1984-05-05T00:00:00+00:00,1986-05-06T00:00:00+00:00,"Regardless of time and place, space has always been a primary subject of mankind's awe and fascination. Steadfast in discovering the truth behind their own existence, humans have continued to venture out far into the unknown, ready to confront any hurdle that comes along the way. Although the path ahead is one full of uncertainties, as long as humanity remains persistent in their endeavors, they may ultimately learn to understand each other and come closer to unraveling the intriguing mysteries of the universe. [Written by MAL Rewrite]","2001 Ya Monogatari was published in English as 2001 Nights by VIZ Media, first in comic book format, for a total of 10 issues, from July 1990 to May 1991, and later in tankoubon format, in 1996."
68,https://myanimelist.net/manga/68/337_Byooshi,3.3.7 Byooshi!!,https://cdn.myanimelist.net/images/manga/1/267905l.jpg,86,10,2001-07-25T00:00:00+00:00,2003-06-11T00:00:00+00:00,"By all the usual measures, he could be considered a pretty useless guy: a scholastic failure, an athletic disaster, and a chronic loser... But Fukuda Shinichi has one passion: cheering for others! The 18-year-old captain of North Kanto Southern High's Cheerleading squad decides to make the most of his summer by attending cram school in Tokyo, only to find out that the whole trip was a sham! Things are looking up when he and his friend meet up with two cute Tokyo girls; too bad the girls brought them to a rip-off bar and took off! Ditched by his one remaining friend and stuck with an impossibly high bar bill, Fuku-kun's life couldn't get any worse! But just then he gets saved by Ume, his role model and former cheerleading squad captain! What is he doing in Tokyo... and why does everyone around seem to know and respect him? Without anywhere else to go, Fuku-kun decides follow Ume to his job, only to discover that... he's a male gigolo?!? Fukuda's summer of cheering others on has begun... and the streets of Tokyo's red-light district will never be the same!",
69,https://myanimelist.net/manga/69/Suki_to_Ienai,"""Suki"" to Ienai.",https://cdn.myanimelist.net/images/manga/2/267906l.jpg,1,,2006-10-14T00:00:00+00:00,,"Shiina has 2 secrets. She loves her brother Kiri a lot, and Kiri doesn't know that they are not blood related. She doesn't know what to do, she's been hiding it for a long time, and no one knows she loves him. (Source: MangaFox)",
70,https://myanimelist.net/manga/70/Übel_Blatt,Übel Blatt,https://cdn.myanimelist.net/images/manga/2/55347l.jpg,167,23,2004-12-03T00:00:00+00:00,2019-03-25T00:00:00+00:00,"When Wischtech threatened to invade the fiefs of Szaalanden, the Emperor dispatched fourteen youths. Of these, the Seven Heroes halted the invasion to herald a time of prosperity while the four Lances of Betrayal were supposedly defeated. Two decades later, the Lances of Betrayal have reappeared and formed a bandit militia near the frontier fief Gormbark. A man with the black sword and a scar over his left eye slays an entire troop of that militia. He is identified as a boy, Kóinzell, and becomes as much an object of fear as of hope even as his own past, motivations, and purpose are a mystery to those he meets in his travel. (Source: MU)","Übel Blatt was serialized in Young Gangan magazine until the 22nd, 2009 issue, after which it took a short hiatus and restarted in Big Gangan magazine in 2011. The series was published in English by Yen Press as 2-in-1 omnibus volumes from October 28, 2014 to December 24, 2019; in Spanish by Norma Editorial since May 14, 2014; in German by KAZÉ Manga since October 8, 2014; and in Italian by Edizioni BD under the J-POP imprint since September 30, 2008."
71,https://myanimelist.net/manga/71/Zettai_Kareshi,Zettai Kareshi.,https://cdn.myanimelist.net/images/manga/1/185981l.jpg,35,6,2003-05-20T00:00:00+00:00,2004-10-05T00:00:00+00:00,"High school student Riiko Izawa has gone through a series of unrequited crushes. Each time she works up the courage to confess to a boy, he rejects her on the spot. After yet another rejection, Riiko becomes dejected and takes a walk through a nearby park. There, she discovers a lost phone and returns it to its owner. The owner of the phone, Gaku Namikiri, is bizarre, to say the least. A traveling salesman, he pesters Riiko to accept one of his company's products as a reward. She tells him, sarcastically, that what she wants most of all is a boyfriend. Unfazed, he directs her to visit a website advertising ""lover figures,"" which she assumes to be dolls. Despite her skepticism about the company's integrity, the face of the ""Nightly Series 01"" model enchants Riiko, and she registers for a three-day free trial. She is shocked when a life-sized naked boy is actually delivered to her the next day! Riiko follows instructions to activate the very realistic robot with a kiss, and for the next three days, Night Tenjou is the best boyfriend she could ask for. However, Gaku reappears to inform her that she missed the deadline to cancel the free trial, and now she owes one hundred million yen. Alternatively, she can decide to keep Night and act as a beta tester so that the company can collect data in order to improve their future products. What choice does Riiko have? She is broke, and what's more, she has already begun to fall for the artificially intelligent Night... [Written by MAL Rewrite]","Released in North America under the title Absolute Boyfriend, Zettai Kareshi. has spawned several live-action adaptations. A Japanese drama series, Zettai Kareshi: Kanzen Muketsu no Koibito Robot, aired in 2008; a Taiwanese drama series, Jue Dui Darling, aired in 2012; and most recently a South Korean drama series, My Absolute Boyfriend , aired in 2019. The series was published in English as Absolute Boyfriend by VIZ Media under the Shojo Beat imprint from February 7, 2006 to May 6, 2008."
72,https://myanimelist.net/manga/72/Abenobashi_Mahou☆Shoutengai,Abenobashi Mahou☆Shoutengai,https://cdn.myanimelist.net/images/manga/1/267907l.jpg,12,2,2001-07-26T00:00:00+00:00,2002-06-26T00:00:00+00:00,"Sasshi's world is in disarray. His best gal pal, Arumi, is about to move away, and his Osaka neighborhood is being demolished in the name of urban renewal. However, this little neighborhood has some surprises under its concrete—it's actually a portal to parallel universes. And when this section of the city is leveled, the portal is cracked wide open. Sasshi and Arumi soon find themselves being hurtled from one strange world to the next! Making matters even more surreal, is the fact that these worlds seem to spoof and mock popular movies, video games, manga and anime! (Source: TokyoPop)","Abenobashi Mahou☆Shoutengai is based on and original TV anime series of the same title. The series was published in English as Abenobashi: Magical Shopping Arcade by TokyoPop from October 10 to November 9, 2004."
73,https://myanimelist.net/manga/73/Tenjou_Tenge,Tenjou Tenge,https://cdn.myanimelist.net/images/manga/3/267909l.jpg,136,22,1997-10-18T00:00:00+00:00,2010-08-19T00:00:00+00:00,"In one unusual Tokyo high school, education takes a backseat to brawling as warring clubs wreak havoc in the hallways and chaos in the classrooms, all vying to be the baddest team around! Although they often contribute their fair share, only a handful of students serve to stem the tide of violence in this untamed outpost. These are the few, the proud, the powerful: the members of the Juken Club! (Source: CMX)","Tenjou Tenge was first published in English as Tenjho Tenge by DC Comics under the CMX imprint. The CMX release came under heavy criticism by fans for editing and censoring the sexual content. 18 volumes were released from March 1, 2005 to September 8, 2009 before CMX shut down. VIZ Media republished the series uncut as Tenjo Tenge: Full Contact Edition in 2-in-1 omnibuses under the VIZ Signature imprint from June 21, 2011 to February 5, 2013. It was also published in Italian by Panini Comics from September 2001 to August 25, 2011."
74,https://myanimelist.net/manga/74/Air_Gear,Air Gear,https://cdn.myanimelist.net/images/manga/1/167489l.jpg,358,37,2002-11-06T00:00:00+00:00,2012-05-23T00:00:00+00:00,"Itsuki Minami needs no introduction—everybody's heard of the ""Babyface"" of the Eastside. He's the toughest kid at Higashi Junior High School, easy on the eyes but dangerously tough when he needs to be. Plus, Itsuki lives with the mysterious and sexy Noyamano sisters. Life is never dull, but it becomes dangerous when Itsuki leads his school to victory over some vindictive Westside punks with gangster connections. Now he stands to lose his school, his friends, and everything he cares about. But in his darkest hour, the Noyamano girls come to Itsuki's aid. They can teach him a powerful skill that will save their school from the gangsters' siege–and introduce Itsuki to a thrilling and terrifying new world. (Source: Del Rey)","Air Gear was first published in English by Del Rey Manga who released the first 17 volumes in the period from July 25, 2006 to August 31, 2010, with the latter three volumes released as a 3-in-1 omnibus. Kodansha Comic USA published the series starting with volume 18 from June 14, 2011 to June 26, 2018 and republished the first 17 volumes of the manga in 3-in-1 omnibuses from May 28, 2013 to February 23, 2016. It was also published in Spanish by Norma Editorial from November 2007 to September 2013 and in Italian by Panini Comics under the Planet Manga imprint from March 23, 2007 to March 16, 2013."
75,https://myanimelist.net/manga/75/Ai_yori_Aoshi,Ai yori Aoshi,https://cdn.myanimelist.net/images/manga/3/184631l.jpg,153,17,1998-11-27T00:00:00+00:00,2005-08-26T00:00:00+00:00,"Kaoru Hanabishi is a kind, earnest college student with many friends and potential love interests. One day at the train station, he meets a beautiful girl wearing a kimono, who has plans to visit someone but is struggling with directions. Kaoru decides to help her find her way; however, upon arrival at the location, they find an empty plot of land. While searching for any outstanding clues, the girl shows Kaoru a photo of the person she is looking for. As destiny would have it, Kaoru immediately recognizes the individual as himself with his childhood friend—the previously betrothed Aoi Sakuraba from the esteemed Sakuraba family—who is now sitting across from him. Their wedding was canceled many years prior after Kaoru left the highly regarded Hanabishi clan for personal reasons. Despite their time apart, Aoi remains committed to Kaoru. With this fateful encounter, Kaoru and Aoi are reunited, though they must keep their relationship a secret to preserve the reputation of the Sakuraba family. This is only complicated by the different women that Kaoru finds himself surrounded by. Even so, Kaoru and Aoi wish to learn more about each other and stay together against their families' wishes. [Written by MAL Rewrite]","Ai yori Aoshi was published in English by Tokyopop from January 6, 2004 to October 9, 2007. The company later released a 3-in-1 omnibus for the manga's first three volumes in English as Ai Yori Aoshi: Volumes 1-3 Collection on November 4, 2008. It was also published in Italian as Sempre più Blu from March 11, 2005 to September 8, 2008. The series was adapted into four visual novels. The first was produced by KID Corp. and released on March 20, 2003 for the PlayStation 2; this version was later republished on the same platform by SUCCESS Corporation on June 23, 2005, including bonus footage and content. After the conclusion of the anime adaptation, J.C. Staff released two visual novels for Windows PC titled Ai yori Aoshi: Shunka and Ai yori Aoshi: Shuutou on May 20, 2004 and June 24, 2004, respectively."
76,https://myanimelist.net/manga/76/Akachan_to_Boku,Akachan to Boku,https://cdn.myanimelist.net/images/manga/3/179184l.jpg,108,18,1991-05-02T00:00:00+00:00,1997-06-20T00:00:00+00:00,"Takuya is a normal Japanese elementary student whose mother died not very long ago, leaving him alone with his father and his baby brother Minoru. But his father is a busy man, and Takuya has to look after Minoru. Because of this responsibility that would normally never burden a child of his age, Takuya sometimes resents his fate and his baby brother... but his love for Minoru gives him the strength to carry on. (Source: ANN) Included one-shots: Volume 2: Time Limit Volume 4: Secret Boy ni Tee Dasuna!! Volume 6: Baka de Karukute Wagamama de Volume 15: Natsu to Kimi no Irradiation","Aka-chan to Boku was published in English as Baby & Me by VIZ Media under the Shojo Beat imprint from February 7, 2006 to February 2, 2010."
